method,task,learner,dpc,k,num_synthetic_examples,metric,score,score_std,accuracy_mean,accuracy_std,f1_mean,f1_std,macro_f1_mean,macro_f1_std,n_dataset,seed,selection_time_sec,eval_time_sec,elapsed_sec_mean,runs,source_path
herding,ag_news,albert-base-v2,100,400,400,accuracy,0.872017543859649,0.008222953183882773,0.872017543859649,0.008222953183882773,,,,,1,42,0.0,74.3,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,albert-base-v2,500,2000,2000,accuracy,0.8978070175438596,0.0004067376533112495,0.8978070175438596,0.0004067376533112495,,,,,1,42,0.0,79.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,albert-base-v2,1000,4000,4000,accuracy,0.8946052631578948,0.006341322656816775,0.8946052631578948,0.006341322656816775,,,,,1,42,0.0,78.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,1,4,4,accuracy,0.6469736842105264,0.015902011231879974,0.6469736842105264,0.015902011231879974,,,,,1,42,0.1,40.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,5,20,20,accuracy,0.792061403508772,0.015145620233252976,0.792061403508772,0.015145620233252976,,,,,1,42,0.0,47.8,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,10,40,40,accuracy,0.8576315789473684,0.004252803105799075,0.8576315789473684,0.004252803105799075,,,,,1,42,0.0,52.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,20,80,80,accuracy,0.8681140350877192,0.007041898527546976,0.8681140350877192,0.007041898527546976,,,,,1,42,0.0,54.8,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,50,200,200,accuracy,0.8742105263157894,0.002356206319046185,0.8742105263157894,0.002356206319046185,,,,,1,42,0.0,55.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,100,400,400,accuracy,0.8894298245614035,0.0037545499226372967,0.8894298245614035,0.0037545499226372967,,,,,1,42,0.0,54.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,500,2000,2000,accuracy,0.9042105263157895,0.0003223012819451243,0.9042105263157895,0.0003223012819451243,,,,,1,42,823.6,56.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-base-uncased,1000,4000,4000,accuracy,0.9114912280701755,0.0019877665251973203,0.9114912280701755,0.0019877665251973203,,,,,1,42,1544.6,56.8,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,1,4,4,accuracy,0.5609649122807018,0.05118250046001549,0.5609649122807018,0.05118250046001549,,,,,1,42,0.0,82.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,5,20,20,accuracy,0.7967543859649123,0.020487574025318516,0.7967543859649123,0.020487574025318516,,,,,1,42,0.0,80.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,10,40,40,accuracy,0.854078947368421,0.0027787779055188115,0.854078947368421,0.0027787779055188115,,,,,1,42,0.0,101.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,20,80,80,accuracy,0.8717982456140351,0.005722633835192996,0.8717982456140351,0.005722633835192996,,,,,1,42,0.0,126.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,50,200,200,accuracy,0.8790350877192982,0.010265594252728355,0.8790350877192982,0.010265594252728355,,,,,1,42,0.0,120.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,100,400,400,accuracy,0.8810964912280701,0.002703690352179408,0.8810964912280701,0.002703690352179408,,,,,1,42,0.0,119.3,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,500,2000,2000,accuracy,0.9027192982456141,0.0036039716814340655,0.9027192982456141,0.0036039716814340655,,,,,1,42,0.0,126.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,bert-large-uncased,1000,4000,4000,accuracy,0.9118421052631579,0.0011963317278057416,0.9118421052631579,0.0011963317278057416,,,,,1,42,0.0,123.2,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,1,4,4,accuracy,0.41162280701754383,0.047497428288905394,0.41162280701754383,0.047497428288905394,,,,,1,42,0.0,73.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,5,20,20,accuracy,0.7689912280701754,0.026729712522737103,0.7689912280701754,0.026729712522737103,,,,,1,42,0.0,72.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,10,40,40,accuracy,0.8376315789473684,0.004566882674121104,0.8376315789473684,0.004566882674121104,,,,,1,42,0.0,78.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,20,80,80,accuracy,0.8409649122807018,0.0016304938855650384,0.8409649122807018,0.0016304938855650384,,,,,1,42,0.0,94.9,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,50,200,200,accuracy,0.8700877192982457,0.001148754460851671,0.8700877192982457,0.001148754460851671,,,,,1,42,0.0,91.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,100,400,400,accuracy,0.8848684210526315,0.003898824313165546,0.8848684210526315,0.003898824313165546,,,,,1,42,0.0,92.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,500,2000,2000,accuracy,0.9029385964912281,0.0029467679003931436,0.9029385964912281,0.0029467679003931436,,,,,1,42,0.0,98.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,microsoft/deberta-v3-base,1000,4000,4000,accuracy,0.9147368421052633,0.0003721614637824103,0.9147368421052633,0.0003721614637824103,,,,,1,42,0.0,95.3,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,1,4,4,accuracy,0.6060526315789474,0.051074669687199266,0.6060526315789474,0.051074669687199266,,,,,1,42,0.0,39.5,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,5,20,20,accuracy,0.8369298245614035,0.006476690691592292,0.8369298245614035,0.006476690691592292,,,,,1,42,0.0,42.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,10,40,40,accuracy,0.837719298245614,0.006554633433849631,0.837719298245614,0.006554633433849631,,,,,1,42,0.0,44.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,20,80,80,accuracy,0.8643421052631579,0.003446263382554931,0.8643421052631579,0.003446263382554931,,,,,1,42,0.0,50.9,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,50,200,200,accuracy,0.8866228070175439,0.002654143029896015,0.8866228070175439,0.002654143029896015,,,,,1,42,0.0,50.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,100,400,400,accuracy,0.8939035087719298,0.0013603563525676347,0.8939035087719298,0.0013603563525676347,,,,,1,42,0.0,49.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,500,2000,2000,accuracy,0.9107894736842105,0.0034126076603380262,0.9107894736842105,0.0034126076603380262,,,,,1,42,0.0,51.9,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-base,1000,4000,4000,accuracy,0.9189035087719298,0.002748149157512386,0.9189035087719298,0.002748149157512386,,,,,1,42,0.0,52.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,1,4,4,accuracy,0.6121491228070175,0.04633825378923065,0.6121491228070175,0.04633825378923065,,,,,1,42,0.0,80.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,5,20,20,accuracy,0.8526315789473684,0.02232529382178418,0.8526315789473684,0.02232529382178418,,,,,1,42,0.0,79.4,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,10,40,40,accuracy,0.8714912280701754,0.009331494674452823,0.8714912280701754,0.009331494674452823,,,,,1,42,0.0,101.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,20,80,80,accuracy,0.874298245614035,0.006781388267827402,0.874298245614035,0.006781388267827402,,,,,1,42,0.0,126.0,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,50,200,200,accuracy,0.8864473684210527,0.0021459876881973847,0.8864473684210527,0.0021459876881973847,,,,,1,42,0.0,117.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,100,400,400,accuracy,0.8882456140350877,0.004305847198692913,0.8882456140350877,0.004305847198692913,,,,,1,42,0.0,118.2,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,500,2000,2000,accuracy,0.9113157894736842,0.003278050340535914,0.9113157894736842,0.003278050340535914,,,,,1,42,0.0,123.7,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,roberta-large,1000,4000,4000,accuracy,0.9175877192982457,0.003774478942798287,0.9175877192982457,0.003774478942798287,,,,,1,42,0.0,121.9,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,1,4,4,accuracy,0.6369736842105262,0.008282160516766415,0.6369736842105262,0.008282160516766415,,,,,1,42,0.0,103.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,5,20,20,accuracy,0.8367982456140352,0.01213874723208369,0.8367982456140352,0.01213874723208369,,,,,1,42,0.0,109.3,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,10,40,40,accuracy,0.8622368421052631,0.005529447734065949,0.8622368421052631,0.005529447734065949,,,,,1,42,0.0,119.3,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,20,80,80,accuracy,0.8672368421052631,0.002793277776858032,0.8672368421052631,0.002793277776858032,,,,,1,42,0.0,135.6,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,50,200,200,accuracy,0.8841228070175439,0.009957396164712973,0.8841228070175439,0.009957396164712973,,,,,1,42,0.0,134.8,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,100,400,400,accuracy,0.8895175438596491,0.004061697158873758,0.8895175438596491,0.004061697158873758,,,,,1,42,0.0,141.1,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,500,2000,2000,accuracy,0.904780701754386,0.003301440222203336,0.904780701754386,0.003301440222203336,,,,,1,42,0.0,149.8,,,scaling_laws_herding_report/raw_results.csv
herding,ag_news,xlnet-base-cased,1000,4000,4000,accuracy,0.9133333333333332,0.000938637480659302,0.9133333333333332,0.000938637480659302,,,,,1,42,0.0,144.1,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,1,3,3,accuracy,0.37744948208524365,0.008126272063226301,0.37744948208524365,0.008126272063226301,,,,,1,42,653.2,45.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,5,15,15,accuracy,0.4050942435048395,0.003542117540508033,0.4050942435048395,0.003542117540508033,,,,,1,42,621.9,48.6,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,10,30,30,accuracy,0.41507896077432505,0.012566443146043814,0.41507896077432505,0.012566443146043814,,,,,1,42,565.6,48.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,20,60,60,accuracy,0.4765494990660553,0.035135790185467544,0.4765494990660553,0.035135790185467544,,,,,1,42,577.0,57.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,50,150,150,accuracy,0.5106469689251146,0.01613001929875767,0.5106469689251146,0.01613001929875767,,,,,1,42,746.4,59.6,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,100,300,300,accuracy,0.5564611988453048,0.008003566530679965,0.5564611988453048,0.008003566530679965,,,,,1,42,918.3,66.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,500,1500,1500,accuracy,0.646255731023943,0.05147300541103976,0.646255731023943,0.05147300541103976,,,,,1,42,2680.1,70.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,albert-base-v2,1000,3000,3000,accuracy,0.7169638308711157,0.0030497462143852746,0.7169638308711157,0.0030497462143852746,,,,,1,42,4858.8,69.7,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,1,3,3,accuracy,0.330412633723892,0.021423459336196122,0.330412633723892,0.021423459336196122,,,,,1,42,668.3,45.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,5,15,15,accuracy,0.39836984207845133,0.008800321013507605,0.39836984207845133,0.008800321013507605,,,,,1,42,621.9,41.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,10,30,30,accuracy,0.42139582272032605,0.012350362753080504,0.42139582272032605,0.012350362753080504,,,,,1,42,572.8,48.1,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,20,60,60,accuracy,0.4240787909662082,0.04134813348776151,0.4240787909662082,0.04134813348776151,,,,,1,42,577.4,53.6,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,50,150,150,accuracy,0.506911190354899,0.005379246696749422,0.506911190354899,0.005379246696749422,,,,,1,42,750.4,52.6,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,100,300,300,accuracy,0.47692307692307695,0.030593409987389814,0.47692307692307695,0.030593409987389814,,,,,1,42,925.3,54.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,500,1500,1500,accuracy,0.6187807777211751,0.014480640428774139,0.6187807777211751,0.014480640428774139,,,,,1,42,2692.1,55.1,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-base-uncased,1000,3000,3000,accuracy,0.6870096790626592,0.004999630828888538,0.6870096790626592,0.004999630828888538,,,,,1,42,4874.0,56.7,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,1,3,3,accuracy,0.3508575309899813,0.006100248767347318,0.3508575309899813,0.006100248767347318,,,,,1,42,0.0,84.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,5,15,15,accuracy,0.3815248768891153,0.05247729118604046,0.3815248768891153,0.05247729118604046,,,,,1,42,0.0,81.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,10,30,30,accuracy,0.39589064357276277,0.030334707538981355,0.39589064357276277,0.030334707538981355,,,,,1,42,0.0,81.8,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,20,60,60,accuracy,0.4238070979792834,0.015217460288307989,0.4238070979792834,0.015217460288307989,,,,,1,42,84.8,96.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,50,150,150,accuracy,0.48395313295975545,0.11081049557684794,0.48395313295975545,0.11081049557684794,,,,,1,42,707.5,100.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,100,300,300,accuracy,0.5294956698930209,0.01694742855416556,0.5294956698930209,0.01694742855416556,,,,,1,42,877.3,111.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,500,1500,1500,accuracy,0.5704533876719307,0.17845182745317936,0.5704533876719307,0.17845182745317936,,,,,1,42,2635.5,118.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,bert-large-uncased,1000,3000,3000,accuracy,0.6014943114280862,0.17471155679657807,0.6014943114280862,0.17471155679657807,,,,,1,42,4810.1,117.7,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,1,3,3,accuracy,0.3436237052131092,0.00670808691725908,0.3436237052131092,0.00670808691725908,,,,,1,42,0.0,74.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,5,15,15,accuracy,0.39310579045678384,0.017277690089895936,0.39310579045678384,0.017277690089895936,,,,,1,42,0.0,74.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,10,30,30,accuracy,0.40492443538801154,0.002468241441413709,0.40492443538801154,0.002468241441413709,,,,,1,42,0.0,76.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,20,60,60,accuracy,0.41579215486500254,0.020865762702166134,0.41579215486500254,0.020865762702166134,,,,,1,42,0.0,83.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,50,150,150,accuracy,0.4914246901001868,0.04880092659200119,0.4914246901001868,0.04880092659200119,,,,,1,42,0.0,80.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,100,300,300,accuracy,0.7254881983358805,0.009644263917235857,0.7254881983358805,0.009644263917235857,,,,,1,42,0.0,86.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,500,1500,1500,accuracy,0.8100866021395823,0.009945480343823476,0.8100866021395823,0.009945480343823476,,,,,1,42,0.0,93.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,microsoft/deberta-v3-base,1000,3000,3000,accuracy,0.8342672779758873,0.0032702063147456435,0.8342672779758873,0.0032702063147456435,,,,,1,42,0.0,91.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,1,3,3,accuracy,0.3339446425539141,0.0069103350030998165,0.3339446425539141,0.0069103350030998165,,,,,1,42,0.0,42.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,5,15,15,accuracy,0.3877058923416539,0.014643171358266807,0.3877058923416539,0.014643171358266807,,,,,1,42,0.0,42.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,10,30,30,accuracy,0.3839021905247071,0.01935615901927945,0.3839021905247071,0.01935615901927945,,,,,1,42,0.0,43.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,20,60,60,accuracy,0.41633554083885205,0.02856101854920454,0.41633554083885205,0.02856101854920454,,,,,1,42,205.3,49.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,50,150,150,accuracy,0.5045678383426728,0.025130729287786594,0.5045678383426728,0.025130729287786594,,,,,1,42,754.6,48.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,100,300,300,accuracy,0.5959925284428595,0.0257552287333573,0.5959925284428595,0.0257552287333573,,,,,1,42,929.0,49.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,500,1500,1500,accuracy,0.7421633554083886,0.005746844574705103,0.7421633554083886,0.005746844574705103,,,,,1,42,2696.7,51.1,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-base,1000,3000,3000,accuracy,0.7746985905926304,0.004692852459421611,0.7746985905926304,0.004692852459421611,,,,,1,42,4877.9,52.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,1,3,3,accuracy,0.3290202071659025,0.004326876089966519,0.3290202071659025,0.004326876089966519,,,,,1,42,0.0,83.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,5,15,15,accuracy,0.3715061979962642,0.010492767677950088,0.3715061979962642,0.010492767677950088,,,,,1,42,0.0,83.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,10,30,30,accuracy,0.36702326371200544,0.01909797096119772,0.36702326371200544,0.01909797096119772,,,,,1,42,0.0,83.3,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,20,60,60,accuracy,0.5110545084055018,0.04480950177638285,0.5110545084055018,0.04480950177638285,,,,,1,42,108.0,97.2,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,50,150,150,accuracy,0.5749023603328239,0.04298304664954394,0.5749023603328239,0.04298304664954394,,,,,1,42,706.7,101.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,100,300,300,accuracy,0.6746816097809476,0.05415491539259435,0.6746816097809476,0.05415491539259435,,,,,1,42,877.0,111.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,500,1500,1500,accuracy,0.798981151299032,0.0018358134490391435,0.798981151299032,0.0018358134490391435,,,,,1,42,2635.0,115.1,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,roberta-large,1000,3000,3000,accuracy,0.7958227203260316,0.042294126441068086,0.7958227203260316,0.042294126441068086,,,,,1,42,4814.0,112.8,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,1,3,3,accuracy,0.3505179147563253,0.00954255141329741,0.3505179147563253,0.00954255141329741,,,,,1,42,0.0,99.6,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,5,15,15,accuracy,0.3805060281881474,0.013665829775423985,0.3805060281881474,0.013665829775423985,,,,,1,42,0.0,103.0,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,10,30,30,accuracy,0.3682798437765325,0.011719073160775523,0.3682798437765325,0.011719073160775523,,,,,1,42,0.0,106.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,20,60,60,accuracy,0.40927152317880794,0.007000214756210698,0.40927152317880794,0.007000214756210698,,,,,1,42,0.0,112.9,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,50,150,150,accuracy,0.43358804550857527,0.02535293757697904,0.43358804550857527,0.02535293757697904,,,,,1,42,0.0,115.5,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,100,300,300,accuracy,0.5403633893700119,0.013517920676688186,0.5403633893700119,0.013517920676688186,,,,,1,42,0.0,123.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,500,1500,1500,accuracy,0.6943793513329938,0.005663145248392514,0.6943793513329938,0.005663145248392514,,,,,1,42,0.0,129.4,,,scaling_laws_herding_report/raw_results.csv
herding,mnli,xlnet-base-cased,1000,3000,3000,accuracy,0.7385973849550008,0.005248362072053282,0.7385973849550008,0.005248362072053282,,,,,1,42,0.0,128.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,1,2,2,combined_score,0.49673637553148603,0.007455356700280654,,,0.49673637553148603,0.007455356700280654,,,1,42,0.0,91.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,5,10,10,combined_score,0.5711118871483497,0.021125557111760795,,,0.5711118871483497,0.021125557111760795,,,1,42,0.0,92.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,10,20,20,combined_score,0.6329877087768029,0.014725038139018896,,,0.6329877087768029,0.014725038139018896,,,1,42,0.0,93.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,20,40,40,combined_score,0.6771633666525806,0.0027289204980358336,,,0.6771633666525806,0.0027289204980358336,,,1,42,259.9,99.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,50,100,100,combined_score,0.6493570224635291,0.03409241442200588,,,0.6493570224635291,0.03409241442200588,,,1,42,727.8,106.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,100,200,200,combined_score,0.6372922876919397,0.05101961434210817,,,0.6372922876919397,0.05101961434210817,,,1,42,922.3,108.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,500,1000,1000,combined_score,0.7052782565043204,0.06492239124979507,,,0.7052782565043204,0.06492239124979507,,,1,42,2544.2,107.0,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,albert-base-v2,1000,2000,2000,combined_score,0.7724046167536311,0.004162302855896084,,,0.7724046167536311,0.004162302855896084,,,1,42,4550.2,109.8,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,1,2,2,combined_score,0.530721140384509,0.03003942409124585,,,0.530721140384509,0.03003942409124585,,,1,42,653.2,87.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,5,10,10,combined_score,0.6172308232317758,0.027659621023863032,,,0.6172308232317758,0.027659621023863032,,,1,42,684.2,86.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,10,20,20,combined_score,0.5800836276817013,0.0066280162767541504,,,0.5800836276817013,0.0066280162767541504,,,1,42,599.1,75.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,20,40,40,combined_score,0.6477206940661198,0.013348005318241787,,,0.6477206940661198,0.013348005318241787,,,1,42,612.1,78.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,50,100,100,combined_score,0.660214795378418,0.006978054794380023,,,0.660214795378418,0.006978054794380023,,,1,42,748.5,84.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,100,200,200,combined_score,0.670854751165708,0.0063400171024494785,,,0.670854751165708,0.0063400171024494785,,,1,42,944.2,83.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,500,1000,1000,combined_score,0.729029270678725,0.005892503178152691,,,0.729029270678725,0.005892503178152691,,,1,42,2569.5,82.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-base-uncased,1000,2000,2000,combined_score,0.7399708189717474,0.013257698520684435,,,0.7399708189717474,0.013257698520684435,,,1,42,4574.6,86.4,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,1,2,2,combined_score,0.48124419986221884,0.05952867262866289,,,0.48124419986221884,0.05952867262866289,,,1,42,0.0,139.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,5,10,10,combined_score,0.6156195798839799,0.04086876566281322,,,0.6156195798839799,0.04086876566281322,,,1,42,0.0,139.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,10,20,20,combined_score,0.6345518845189074,0.01514620996195045,,,0.6345518845189074,0.01514620996195045,,,1,42,0.0,139.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,20,40,40,combined_score,0.6173430791103861,0.04299419972365373,,,0.6173430791103861,0.04299419972365373,,,1,42,0.0,142.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,50,100,100,combined_score,0.6596171344515458,0.008478292399651529,,,0.6596171344515458,0.008478292399651529,,,1,42,0.0,156.3,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,100,200,200,combined_score,0.6774556508517436,0.006453998882204912,,,0.6774556508517436,0.006453998882204912,,,1,42,0.0,157.1,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,500,1000,1000,combined_score,0.6390800594445738,0.13151045382687873,,,0.6390800594445738,0.13151045382687873,,,1,42,0.0,154.6,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,bert-large-uncased,1000,2000,2000,combined_score,0.7685089524072465,0.0020626666244036094,,,0.7685089524072465,0.0020626666244036094,,,1,42,0.0,152.5,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,1,2,2,combined_score,0.6125779961835875,0.02491478687078687,,,0.6125779961835875,0.02491478687078687,,,1,42,0.0,119.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,5,10,10,combined_score,0.6238423621737864,0.04248186282894335,,,0.6238423621737864,0.04248186282894335,,,1,42,0.0,120.2,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,10,20,20,combined_score,0.6415958724820835,0.04270322534858726,,,0.6415958724820835,0.04270322534858726,,,1,42,0.0,115.7,,,scaling_laws_herding_report/raw_results.csv
herding,qqp,microsoft/deberta-v3-base,20,40,40,combined_score,0.7028759024883628,0.011089102905036022,,,0.7028759024883628,0.011089102905036022,,,1,42,0.0,119.1,,,scaling_laws_herding_report/raw_results.csv
